The Amber Cuisine,12.05626907517558,0.6875
Nattos,11.655134176871798,0.7206
Harvest,11.455969512480491,0.7054
The River Blossom,11.45496883813697,0.7512
The Mad Oak,11.22838553183554,0.7195
Midnight,11.205923097203698,0.7294
Interlude,11.005238373375217,0.6256
Starlight,10.858664800899298,0.7122
Fluorescence,10.820949295258568,0.7115
Tranquility,10.787323238062568,0.6743
Mamoun's,9.546430206828324,0.5579
China Palace,9.446114716143942,0.6106
Wolfs,9.32737357666243,0.5489
Vietnam Restaurant,9.301757079965178,0.6103
Siam Cusine,9.107539984372176,0.5446
Ranch House,9.066085513669579,0.5442
Fangs,9.038807570277765,0.5572
Hofbrau Deluxe,8.920273873885275,0.5110
Jean's Place,8.803614027236833,0.5217
Molinarinari,8.764416212693549,0.5751
Irifune Place,8.712746855499663,0.5157
The Noodle Fiddler,8.599799424937142,0.4762
Aroma,8.573996380305777,0.4978
The Court Bites,8.557560350717337,0.5130
Estradanas,8.547939629945095,0.5500
The Hot Oak,8.360811430191854,0.5021
Fargo,8.352138775055804,0.5096
A Cut Above,8.264647916403565,0.3853
The Indian Smith,8.120371553678078,0.5540
Trilogy,7.6883429801882235,0.5021
The Magical Spices,7.68700380777242,0.4598
The Sugar Badger,7.673905052349661,0.4126
The Depot,7.595013260777053,0.4615
The Crimson Horse,7.582352949238357,0.4903
The Cool Pizzeria,7.487531891703236,0.4261
The Olive Port,7.468051436746399,0.4472
The Crown,7.193053457913062,0.4561
The Amber Lion,6.798228411934142,0.3184
The Caviar Salmon,6.6600615630049,0.4279
Chance,6.467253805247596,0.3547
Bambino,6.367191195782033,0.3894
Burgers and Fries,6.350922900113294,0.3487
Bistro Bob,5.858335829948172,0.3379
Chops and Ribs,5.748715714077026,0.3880
Sapphire,5.6028730030668505,0.3755
Wiener House,5.581426551626412,0.3061
The Mockingbird,5.558180072616698,0.2535
The Caramel Hog,5.470540300508843,0.3522
Big Daddy Barbeque,5.459489821373455,0.3238
Mary's Diner,5.391568094956212,0.3398
